transcript_id,SRR10416456-sorted,SRR10416457-sorted,SRR10416458-sorted,SRR10416459-sorted,SRR10416460-sorted,SRR10416461-sorted,SRR10416462-sorted,SRR10416463-sorted,SRR10416464-sorted,SRR10416465-sorted,SRR10416466-sorted,SRR10416467-sorted
MSTRG.6908.1,755,2,25,337,20,185,0,172,429,1094,388,722
MSTRG.6909.1,840,0,0,244,0,460,0,203,327,486,129,562
MSTRG.6910.1,8985,24755,11633,15397,4645,5183,7272,4275,10724,13273,8866,6224
MSTRG.6911.1,3008,5826,3903,6599,3885,2258,2404,1875,3269,4296,1401,4071
MSTRG.6912.1,256,27,0,421,110,234,35,592,990,274,261,135
MSTRG.6913.1,1216,532,13,850,1086,1263,1300,1098,871,1646,1280,1107
MSTRG.6914.1,168,0,0,0,0,0,0,0,0,0,0,44
MSTRG.6915.1,238,4,0,367,0,0,0,0,22,616,109,274
MSTRG.6916.1,178,0,0,59,0,0,0,0,85,16,0,8
MSTRG.6917.1,341,19,206,10,9,60,54,65,33,103,188,273
MSTRG.6918.1,680,515,0,763,577,412,362,354,814,818,243,698
MSTRG.6919.1,15532,46897,19307,42256,2585,1098,3127,16293,20450,11664,17005,34144
MSTRG.6922.1,70,0,0,8,0,0,0,0,0,0,0,20
MSTRG.6921.1,1053,105,221,825,118,27,284,216,619,937,309,577
MSTRG.6923.1,85,0,0,1,11,0,0,489,32,446,5,159
MSTRG.6924.1,35,559,0,17,0,0,0,5,58,353,12,140
MSTRG.6926.1,1539,289,2,471,979,349,314,1207,1659,316,2713,4287
MSTRG.6927.1,104,646,0,811,668,0,2,675,505,691,153,708
MSTRG.6928.1,190,0,0,70,3,0,0,119,138,296,46,355
MSTRG.6929.1,59,0,14,195,876,352,2,424,305,558,248,999
MSTRG.6930.1,97,470,0,5,24,251,135,263,97,0,647,92
MSTRG.6937.1,53,54,0,32,34,4,0,192,39,5,48,106
MSTRG.6932.1,638,12,34,270,367,3,376,68,922,1483,112,223
MSTRG.6933.1,95,45,0,402,0,0,0,36,156,55,38,198
MSTRG.6934.1,748,2,5,1029,1560,1817,3283,731,396,1300,352,2069
MSTRG.6935.1,1916,1686,106,2214,241,94,59,512,1375,2525,516,653
MSTRG.6938.1,1502,0,0,1294,642,0,0,0,773,53,0,1646
MSTRG.6938.2,27,112,95,11,1,102,2207,546,200,1069,698,110
MSTRG.6939.1,13,0,0,8,0,0,0,8,20,2,283,32
MSTRG.6940.1,1653,318,81,1505,1450,206,3216,1161,1071,2382,1332,4395
MSTRG.6941.1,1093,20,0,542,108,675,180,421,812,1917,655,934
MSTRG.6942.1,3,0,36,3,183,48,1,84,7,0,203,514
MSTRG.6943.1,144,0,0,117,0,20,0,0,12,84,0,45
MSTRG.6944.1,231,21,1323,279,11,0,2,0,424,149,0,45
MSTRG.6970.1,61,603,0,96,0,69,229,106,287,101,200,182
MSTRG.6971.1,512,1030,495,419,0,59,538,232,730,369,114,221
MSTRG.6946.1,0,0,0,0,0,0,0,4,0,0,0,119
MSTRG.6951.1,0,0,0,0,0,0,0,0,0,0,0,60
MSTRG.6957.1,0,0,0,0,0,0,0,0,0,0,0,133
MSTRG.6968.1,0,0,0,44,0,0,0,5,0,43,339,63
MSTRG.6945.1,6781,4531,1650,4003,22595,9026,15796,15729,4513,6994,13611,35662
MSTRG.6947.1,2881,4651,186,2737,1822,639,1373,3304,3140,2080,2558,4727
MSTRG.6948.1,1830,4077,53,1449,147,358,3172,1450,733,1274,499,1758
MSTRG.6949.1,107,10,166,413,6,0,0,303,71,73,27,83
MSTRG.6950.1,20,0,0,0,0,0,0,0,0,0,0,0
MSTRG.6952.1,2277,182,4,1213,1287,1258,5316,1305,1931,2005,988,4265
MSTRG.6953.1,461,179,318,670,446,16,561,487,965,705,215,1257
MSTRG.6954.1,42,0,0,16,0,0,0,50,0,85,55,25
MSTRG.6955.1,665,107,309,708,240,302,3,465,1092,1134,622,473
MSTRG.6956.1,404,462,756,1996,305,814,1274,1221,1085,820,917,1506
MSTRG.6958.1,1,1441,0,378,0,2,2,0,0,0,0,6
MSTRG.6959.1,246,0,0,69,0,84,0,0,2,282,2,14
MSTRG.6960.1,1179,0,0,873,948,0,145,804,1639,1399,1125,919
MSTRG.6961.1,281,47,0,52,85,13,69,239,622,116,482,575
MSTRG.6962.1,478,14,2,441,56,209,0,11,218,665,248,308
MSTRG.6963.1,311,3,0,0,0,0,0,4,171,3,0,24
MSTRG.6964.1,6099,355,2527,3145,787,2084,3275,2711,6503,5409,3242,3535
MSTRG.6965.1,705,0,0,167,1388,36,0,58,148,206,41,774
MSTRG.6966.1,101,0,0,131,41,12,55,10,44,63,35,74
MSTRG.6967.1,6,9,0,101,2,0,0,10,0,66,108,55
MSTRG.6969.1,2029,1322,426,1219,1427,1491,2297,4007,1987,2888,4471,6669
MSTRG.6972.1,1507,720,0,1346,846,311,948,762,794,616,1490,1497
MSTRG.6973.1,302,634,0,445,144,145,334,395,684,472,359,783
MSTRG.6975.1,1398,0,0,1029,402,177,60,459,742,941,1790,1399
MSTRG.6976.1,1972,4435,342,4623,6280,5082,3465,3397,4073,6402,1499,6950
MSTRG.6979.1,8,0,0,182,180,215,0,175,292,489,237,432
MSTRG.6978.1,449,51,0,189,33,835,2,354,679,549,384,670
MSTRG.6980.1,839,268,1170,419,3,1,1350,36,580,786,8,547
MSTRG.6981.1,82,0,255,119,0,0,0,123,12,176,177,222
MSTRG.6982.1,3873,3497,1302,2963,23,15,329,563,1506,2058,476,748
MSTRG.6984.1,1209,581,8,723,156,325,1236,508,704,1325,3419,2017
MSTRG.6985.1,309,0,0,346,0,154,0,0,158,64,60,18
MSTRG.6987.1,11,0,0,0,0,0,0,0,174,0,0,0
MSTRG.6998.1,0,0,0,0,0,0,0,138,0,130,0,465
MSTRG.6997.1,3,0,0,3,3,8,10,3,21,8,2,23
MSTRG.6999.1,334,0,439,144,21,0,175,524,339,395,207,704
MSTRG.6993.1,0,0,0,0,0,0,0,0,0,538,0,2
MSTRG.6989.1,745,1118,697,660,653,100,107,541,1032,696,313,1690
MSTRG.6990.1,1853,4688,306,2223,1281,2015,390,3857,6222,3473,4817,6876
MSTRG.6991.1,75,0,0,0,0,0,0,0,0,124,0,13
MSTRG.6992.1,1030,1106,110,957,512,28,30,565,1582,1340,180,760
MSTRG.6994.1,54,0,0,137,0,495,0,24,113,259,190,99
MSTRG.6995.1,293,0,1,112,67,5,9,22,578,486,224,389
MSTRG.7000.1,15,3,0,87,64,6,331,0,345,39,6,0
MSTRG.7001.1,23,0,0,24,0,0,0,98,0,197,104,0
MSTRG.7021.1,705,239,6,304,1244,205,175,337,357,1502,1688,1149
MSTRG.7024.1,116,58,0,443,1201,478,265,620,268,407,1368,1362
MSTRG.7025.1,134,10084,0,245,0,0,6,0,280,93,108,148
MSTRG.7026.1,99,132,2,18,8,37,0,43,134,202,315,372
MSTRG.7030.1,169,18,0,69,220,0,24,0,73,225,121,82
MSTRG.7004.1,0,0,0,0,390,0,0,7,0,0,0,0
MSTRG.7006.1,0,0,0,0,0,0,0,0,0,0,22,79
MSTRG.7018.1,0,0,0,0,0,0,0,0,22,0,0,21
MSTRG.7020.1,0,0,3,0,206,131,130,10,0,0,425,447
MSTRG.7022.3,0,0,0,0,0,0,0,0,0,2,62,0
MSTRG.7002.1,5029,3746,2660,4006,93,243,44,2293,2072,2331,5494,4338
MSTRG.7003.1,8668,14329,9133,21240,3023,2155,3520,7571,8254,10580,7097,20449
MSTRG.7005.1,8835,24631,11676,30682,3788,2663,2646,10740,8823,18847,7135,30189
MSTRG.7007.1,351,1056,409,378,748,222,481,507,674,720,306,2065
MSTRG.7008.1,311,22,18,348,0,0,3,99,92,245,207,106
MSTRG.7009.1,221,0,0,232,0,2,18,148,134,2,3,177
MSTRG.7010.1,319,166,0,641,2,237,0,42,569,462,12,226
MSTRG.7011.1,44,0,39,0,64,0,679,261,7,54,909,487
MSTRG.7012.1,8,0,0,10,18,4,3,0,7,3,23,2
MSTRG.7013.1,243,103,3,574,0,23,0,6,678,204,41,178
MSTRG.7014.1,2499,1917,3842,5171,8,1164,62,1040,2734,1403,1416,2330
MSTRG.7015.1,155,4,3,926,11,29,2,438,82,348,832,1124
MSTRG.7016.1,38,0,0,30,0,0,0,0,41,0,0,0
MSTRG.7017.1,7,0,0,0,0,0,0,0,0,164,0,34
MSTRG.7019.1,112,1502,941,397,117,487,0,130,604,197,27,221
MSTRG.7022.1,1213,188,239,2127,1299,187,230,870,1458,3183,1512,2507
MSTRG.7022.2,1035,0,854,330,115,398,237,1104,287,269,313,91
MSTRG.7032.1,1920,1621,0,1491,271,376,0,85,1280,1343,703,502
MSTRG.7033.1,25,0,0,226,2,0,0,0,88,850,0,81
MSTRG.7036.2,0,0,0,0,0,0,0,0,0,0,132,0
MSTRG.7035.1,0,0,0,54,0,0,0,0,0,3,0,59
MSTRG.7039.1,0,0,0,0,0,0,0,0,0,0,0,23
MSTRG.7034.1,351,16,8,365,3,81,276,146,466,963,882,366
MSTRG.7036.1,2282,5906,1527,3139,1125,213,2341,1730,2360,2145,1256,6314
MSTRG.7037.1,176,0,140,343,0,0,0,7,167,77,0,3
MSTRG.7038.1,10,0,0,99,526,0,0,2,17,10,16,37
MSTRG.7040.1,173,2,0,7,0,0,0,0,155,52,0,0
MSTRG.7041.1,171,0,0,121,0,121,149,101,101,254,261,406
MSTRG.7043.2,0,0,0,1,0,0,0,164,457,1124,0,206
MSTRG.7043.1,564,27,0,743,0,713,0,0,646,24,307,287
MSTRG.7044.1,1001,0,0,175,2,76,5,201,110,506,167,263
MSTRG.7046.1,65,12,0,10,5,0,0,40,93,36,99,334
MSTRG.7047.1,513,904,17,144,323,157,0,615,263,303,159,1659
MSTRG.7048.1,79,191,16,541,1769,428,1170,79,585,489,433,1130
MSTRG.7049.1,2488,3355,684,1910,101,570,2642,1376,5747,2444,2836,3822
MSTRG.7050.1,1602,1364,107,1941,1577,533,258,1199,3111,3862,1399,2810
MSTRG.7051.1,372,0,0,71,95,0,0,243,0,99,0,736
MSTRG.7052.1,1057,0,0,868,377,0,0,175,1348,944,668,470
MSTRG.7052.2,267,0,0,777,0,0,0,216,129,1464,125,217
MSTRG.7052.3,48,0,0,5,0,0,0,0,78,0,87,16
MSTRG.7054.2,0,0,0,327,0,0,0,0,0,0,0,0
MSTRG.7054.1,1235,1329,1078,1419,1905,289,966,1021,1284,943,468,1834
MSTRG.7057.1,2654,450,150,1558,354,621,969,710,3215,2704,1112,1662
MSTRG.7059.1,910,164,2,458,37,242,43,271,675,545,441,1476
MSTRG.7061.1,1047,18,512,1085,902,820,941,870,818,638,317,3945
MSTRG.7062.1,669,2291,28,1134,3,28,4,85,829,1787,427,436
MSTRG.7063.1,3,61,13,114,431,0,0,45,249,73,35,90
MSTRG.7065.1,0,0,0,147,0,0,0,0,0,361,90,350
MSTRG.7067.1,14,0,0,16,7,142,282,275,18,190,34,170
MSTRG.7066.1,8247,5129,627,5358,3089,2522,10013,2827,11573,9682,4416,6796
MSTRG.7068.1,0,0,0,36,0,0,0,0,0,2,0,2
MSTRG.7069.1,0,0,0,0,0,0,0,0,0,0,0,35
MSTRG.7070.1,0,0,0,0,0,0,0,0,0,0,0,27
MSTRG.7079.1,0,0,0,20,481,0,0,0,0,0,0,24
MSTRG.7083.1,0,0,0,0,0,0,0,0,163,0,349,28
MSTRG.7071.1,215,2,0,561,18,39,0,21,282,806,86,583
MSTRG.7072.1,27,0,0,374,0,0,0,0,0,0,0,0
MSTRG.7073.1,134,0,0,20,0,130,0,444,460,174,0,201
MSTRG.7074.1,113,8,1139,634,76,57,728,285,583,124,469,221
MSTRG.7075.1,635,254,0,150,19,11,0,7,281,60,0,131
MSTRG.7076.1,5679,10560,1302,4369,2465,3177,5200,3066,12209,6988,2656,4537
MSTRG.7077.1,1237,279,510,370,81,32,0,33,1535,1448,2,210
MSTRG.7078.1,108,0,0,163,16,0,58,228,444,231,0,160
MSTRG.7080.1,252,0,1,182,9,29,0,67,209,187,880,482
MSTRG.7081.1,973,43,6,765,382,309,335,639,667,578,499,814
MSTRG.7082.1,770,117,140,873,2,30,17,71,576,814,5,172
MSTRG.7084.1,254,49,375,159,569,3,0,107,66,82,1379,456
MSTRG.7085.1,4425,11432,334,3760,1990,616,1133,2206,2320,4772,1725,3686
MSTRG.7086.1,8972,8811,3071,8455,3357,2300,2816,4886,6330,7959,7212,8662
MSTRG.7087.1,227,2,0,178,241,2,0,22,2,467,3,119
MSTRG.7088.1,540,0,0,154,0,0,0,0,0,213,0,215
MSTRG.7091.1,50,15,0,107,286,0,35,31,108,1039,143,495
MSTRG.7092.1,177,0,73,302,13,316,100,128,214,1366,493,902
MSTRG.7089.1,847,415,3,254,11,541,226,749,626,1046,907,1056
MSTRG.7090.1,2292,8804,7,1624,1334,1587,6004,1169,3752,2202,1613,1792
MSTRG.7094.1,297,23,0,399,322,82,10,112,564,584,345,937
MSTRG.7095.1,67,5,0,79,0,0,0,0,374,8,20,37
MSTRG.7096.1,916,463,0,569,7,2,0,127,1036,706,22,395
MSTRG.7097.1,15,0,0,2,0,0,0,3,10,8,0,40
MSTRG.7099.1,131,0,0,9,0,21,0,19,9,450,13,45
MSTRG.7100.1,608,1,0,42,3,0,36,238,53,66,42,113
MSTRG.7101.1,25,0,0,12,11,0,0,8,3,14,184,238
MSTRG.7102.1,165,0,0,217,0,0,0,23,265,44,102,143
MSTRG.7125.1,946,153,545,286,10,83,43,517,781,961,89,750
MSTRG.7106.1,0,0,0,77,0,0,0,0,0,0,0,37
MSTRG.7113.1,0,0,0,0,0,0,0,0,0,1907,0,22
MSTRG.7113.2,0,0,0,0,0,0,0,0,0,767,0,133
MSTRG.7115.1,0,0,0,2119,0,0,0,0,2427,0,0,1457
MSTRG.7117.2,0,0,0,0,0,0,0,0,0,0,0,84
MSTRG.7120.1,0,0,0,402,0,0,0,0,8,0,4,17
MSTRG.7103.1,797,2073,7,709,0,0,402,16,436,252,346,633
MSTRG.7104.1,634,137,8,721,269,325,58,830,482,1830,393,1566
MSTRG.7105.1,1,1052,0,20,9,7,0,0,0,405,0,85
MSTRG.7107.1,1271,1182,2,1403,681,1252,208,865,1389,1275,1508,1451
MSTRG.7108.1,2654,9434,185,3155,74,915,1410,463,2744,2074,1190,3380
MSTRG.7109.1,3057,2535,1004,915,741,527,997,457,2220,3170,961,1776
MSTRG.7110.1,223,39,0,97,137,35,10,85,545,67,1154,349
MSTRG.7111.1,4839,11355,805,5963,4882,4674,12199,10474,7848,9047,11757,24530
MSTRG.7114.1,136,25,1,138,0,378,0,54,422,422,246,69
MSTRG.7112.1,64,0,0,100,50,0,59,66,65,44,128,170
MSTRG.7116.1,1596,4143,39,1779,145,1190,119,2410,1679,1745,3104,3684
MSTRG.7117.1,783,2056,46,664,399,110,0,89,714,540,13,57
MSTRG.7118.1,1888,4916,937,1576,983,185,344,1499,4817,5518,2509,3540
MSTRG.7119.1,2399,2226,283,1645,14,659,142,455,2390,2473,771,678
MSTRG.7121.1,507,179,3,1008,308,559,49,569,618,1895,872,1074
MSTRG.7122.1,249,6,81,49,57,0,0,746,301,178,102,74
MSTRG.7123.1,642,74,226,415,90,235,0,49,861,1250,228,545
MSTRG.7124.1,17,82,14,131,160,69,33,139,231,58,185,717
MSTRG.7126.2,0,0,0,0,0,0,0,0,0,0,0,175
MSTRG.7126.1,1251,996,2,394,630,95,650,437,514,788,869,1079
MSTRG.7127.1,814,1110,698,646,0,18,2,84,1363,1471,13,14
MSTRG.7128.1,257,2,0,3,3,0,0,141,0,0,62,147
MSTRG.7129.1,359,9,29,64,84,30,30,36,51,110,948,658
MSTRG.7130.1,710,0,195,66,334,0,472,67,159,541,183,783
MSTRG.7131.1,976,3,7,720,1744,981,1777,1722,1234,1551,1740,3423
MSTRG.7132.1,655,4,1014,397,29,33,0,332,897,1082,565,836
MSTRG.7133.1,41,0,0,0,72,150,25,2,311,37,0,90
MSTRG.7134.1,298,361,98,185,0,530,437,109,514,539,6,328
MSTRG.7135.1,157,1829,0,856,2,2,18,276,363,551,10,333
MSTRG.7136.1,4604,2709,1064,2205,101,1529,1826,1431,7758,6139,1687,1827
MSTRG.7137.1,180,95,29,165,100,29,0,185,151,165,655,509
MSTRG.7138.1,1745,229,765,1019,15,413,58,22,451,726,229,507
MSTRG.7139.1,356,31,0,345,539,184,1702,594,780,611,912,2164
MSTRG.7140.1,200,0,0,41,7,0,0,42,38,442,45,406
MSTRG.7141.1,362,491,0,187,165,559,225,830,1335,1166,1391,1754
MSTRG.7146.1,46,49,0,11,0,0,0,20,12,133,41,82
MSTRG.7142.1,969,320,0,757,283,379,2553,1233,1518,1995,888,1919
MSTRG.7143.1,1139,3514,625,1274,694,992,558,4726,4267,3925,6429,10776
MSTRG.7145.1,2875,1561,87,1292,1228,1250,4755,915,2557,3103,1464,3505
MSTRG.7147.1,363,265,92,871,34,3,0,430,1012,539,52,165
MSTRG.7148.1,26,0,17,195,409,87,318,148,108,14,313,332
MSTRG.7150.1,114,0,0,68,8,4,0,22,71,170,81,232
MSTRG.7151.1,184,0,0,0,341,207,448,124,0,0,662,453
MSTRG.7152.1,100,0,0,40,0,447,0,70,281,114,25,97
MSTRG.7153.1,1673,990,4,880,117,726,791,1057,925,746,1158,1356
MSTRG.7154.1,211,0,0,0,165,12,1,6,0,11,5,199
MSTRG.7155.1,211,17,0,0,0,0,0,0,0,60,1,17
MSTRG.7157.1,7,0,2,2,180,344,2357,61,6,0,596,287
MSTRG.7158.1,350,2334,1822,446,348,30,1504,117,159,1708,1007,629
MSTRG.7159.1,894,2801,71,957,340,232,160,537,802,624,491,901
MSTRG.7161.1,361,194,14,190,25,149,28,101,225,491,89,780
MSTRG.7162.1,30,0,0,0,0,0,0,0,0,0,0,0
MSTRG.7163.1,565,0,0,675,0,154,2552,277,591,512,0,979
MSTRG.7164.1,1140,803,601,554,419,1371,32,1165,2209,1257,2269,1853
MSTRG.7165.1,92,0,0,39,0,4,0,104,7,24,0,68
MSTRG.7166.1,86,877,189,462,255,472,35,355,7,307,224,1223
MSTRG.7167.1,20,0,0,0,0,133,0,45,30,11,201,119
MSTRG.7168.1,0,0,0,249,0,0,0,0,167,113,0,97
MSTRG.7169.1,7,13,0,61,423,70,0,0,354,220,107,142
MSTRG.7171.1,114,0,41,40,84,0,0,23,68,107,0,29
MSTRG.7172.1,803,679,369,1006,258,87,204,819,1482,1878,1398,2749
MSTRG.7173.1,53,209,0,146,0,0,0,25,289,81,0,123
MSTRG.7174.1,47,0,2,21,78,9,0,263,160,2,34,102
MSTRG.7175.1,363,9,3,168,439,57,241,448,11,133,662,232
MSTRG.7176.1,253,4,0,590,25,2,0,5,220,742,48,229
MSTRG.7177.1,147,2146,0,356,26,382,6,353,412,181,567,640
MSTRG.7178.1,155,30,108,61,93,103,0,3,59,770,109,400
MSTRG.7180.1,773,89,2365,671,247,1572,1618,393,543,864,975,631
MSTRG.7181.1,172,169,13,150,2,37,106,16,116,169,42,189
MSTRG.7182.1,871,14,508,236,152,178,10,6,303,288,197,258
MSTRG.7183.1,130,22,112,368,0,233,10,18,469,340,180,198
MSTRG.7185.1,158,192,0,60,0,0,0,2,52,312,0,154
MSTRG.7187.1,228,0,0,83,64,2,2,26,224,152,170,398
MSTRG.7188.1,173,84,90,486,0,9,0,31,639,597,160,611
MSTRG.7189.1,51,70,1,49,0,0,45,29,324,141,165,198
MSTRG.7191.1,671,1,16,296,109,432,183,133,274,333,606,387
MSTRG.7193.1,289,335,0,314,0,0,0,375,366,542,72,636
MSTRG.7194.1,1901,2058,135,1453,438,31,489,207,1733,2673,626,1481
MSTRG.7195.1,175,1493,0,460,42,328,43,410,349,263,712,491
MSTRG.7196.1,472,182,439,599,0,16,0,71,368,468,144,357
MSTRG.7200.1,2716,3250,4919,3143,1518,142,1117,1248,2734,3721,734,2994
MSTRG.7201.1,5330,10661,5645,8918,3892,2202,4324,1545,5138,10743,3122,6579
MSTRG.7202.1,1072,583,32,809,305,53,133,396,1309,1509,711,1082
MSTRG.7203.1,84,2,0,161,0,10,0,23,136,46,22,267
MSTRG.7205.1,44,0,0,73,904,145,0,292,80,2,27,224
MSTRG.7204.1,566,1869,0,184,134,274,1244,506,47,554,1811,2177
MSTRG.7206.1,186,0,0,2,0,0,0,10,15,251,245,173
MSTRG.7207.1,348,38,2,358,3,214,442,93,159,655,491,1248
MSTRG.7208.1,2,0,0,0,0,0,0,2,0,161,7,62
MSTRG.7209.1,3,0,0,4,0,0,0,65,0,0,0,15
MSTRG.7210.1,350,14,922,1392,1879,4438,5464,3254,225,915,3076,4757
MSTRG.7211.1,16,0,0,97,0,0,0,0,265,147,84,30
MSTRG.7212.1,91,0,18,64,3,10,0,8,141,56,76,183
MSTRG.7213.1,78,0,0,0,0,0,0,0,0,0,0,37
MSTRG.7214.1,751,28,0,132,0,0,0,170,126,385,200,97
MSTRG.7217.1,185,0,0,96,20,110,0,131,175,144,231,361
MSTRG.7216.1,2807,3123,2080,1454,2130,578,2387,2321,2148,2782,1818,6035
MSTRG.7218.1,336,0,0,325,341,354,297,258,654,855,1054,1056
MSTRG.7219.1,1138,3,18,367,387,159,1361,165,1437,364,741,585
MSTRG.7221.1,28,0,27,131,71,28,2,36,270,287,14,315
MSTRG.7222.1,2186,1203,11,587,1283,1151,6692,1880,1326,1936,3530,2833
MSTRG.7223.1,409,5,0,30,69,23,0,49,128,599,172,627
MSTRG.7224.1,985,15,1364,924,7,517,1358,674,523,854,88,859
MSTRG.7225.1,134,2609,29,115,3,0,0,0,91,970,21,403
MSTRG.7226.1,2630,2418,411,4085,403,893,3563,1414,4808,5213,3155,3649
MSTRG.7227.1,8617,6484,880,5296,709,773,4219,3169,6342,7588,4426,5895
MSTRG.7233.1,80,0,0,397,3,58,1373,84,123,94,82,352
MSTRG.7234.1,297,70,10,413,212,188,543,314,197,324,527,828
MSTRG.7229.1,0,0,0,0,0,579,0,2,0,0,0,31
MSTRG.7228.1,1793,3208,119,2722,2920,324,153,901,1566,1715,3227,4962
MSTRG.7230.1,14538,8637,6304,10765,4327,3256,4290,6019,15353,17222,12967,9877
MSTRG.7231.1,40,0,13,470,39,0,0,330,109,9,0,80
MSTRG.7232.1,2507,5638,1122,2782,710,1508,3227,946,5333,3671,3687,4509
MSTRG.7246.1,0,0,0,0,3,0,0,0,176,49,6,113
MSTRG.7245.1,104,316,1,436,97,7,25,305,2,823,140,745
MSTRG.7248.1,2134,248,0,1998,170,400,7078,1340,2200,2640,1568,3607
MSTRG.7249.1,175,0,0,342,19,3,0,13,275,8,187,145
MSTRG.7250.1,119,0,0,18,151,0,0,242,44,127,71,805
MSTRG.7236.1,0,0,0,18,0,0,0,10,0,0,28,0
MSTRG.7240.2,0,0,0,0,0,0,0,0,0,48,0,0
MSTRG.7243.1,0,0,0,0,0,0,0,2,3,2,0,98
MSTRG.7237.1,664,34070,0,23359,2868,2027,2956,6011,22830,51106,0,6208
MSTRG.7238.1,12827,0,8284,4228,0,0,0,0,1016,275,4521,9326
MSTRG.7238.2,860,0,0,0,0,0,0,0,0,0,0,2053
MSTRG.7240.1,2349,73,487,1215,211,119,184,835,1734,1065,1009,953
MSTRG.7239.1,15,33,0,6,0,11,1,297,2,8,17,505
MSTRG.7241.1,109,0,0,16,0,0,0,0,0,0,0,0
MSTRG.7242.1,1,0,0,0,0,0,0,0,17,146,0,0
MSTRG.7244.1,1742,2034,673,2481,314,547,3249,1986,1664,2045,1017,3232
MSTRG.7251.1,9508,4724,3261,4034,1583,2146,5736,1645,7216,6787,1869,3552
MSTRG.7252.1,3805,2441,573,3579,2348,2360,9318,3847,5401,4293,3817,4903
MSTRG.7253.1,190,230,317,291,17,151,0,142,585,730,32,443
MSTRG.7254.1,204,0,0,99,0,0,0,0,25,44,24,23
MSTRG.7255.1,496,322,61,227,11,55,0,0,314,551,0,27
MSTRG.7257.1,2165,794,212,1784,1495,881,2461,396,2989,1712,1819,1705
MSTRG.7258.1,368,288,0,232,0,1102,624,257,218,519,15,977
MSTRG.7266.1,20,0,0,1,50,0,0,84,0,16,0,28
MSTRG.7262.1,0,0,0,0,0,0,0,0,0,16,0,0
MSTRG.7263.1,0,0,0,34,0,0,0,0,0,0,0,31
MSTRG.7264.1,353,2646,817,1132,154,872,28,428,900,758,138,1194
MSTRG.7265.1,456,2251,0,567,1066,124,0,44,919,825,213,681
MSTRG.7268.1,4643,2123,3324,3812,2196,3616,1996,2014,4071,5513,2870,3888
MSTRG.7269.1,1301,2294,82,1130,435,404,715,1477,1363,3008,655,3350
MSTRG.7270.1,152,0,0,110,11,2,0,36,8,226,10,232
MSTRG.7272.1,35,0,0,0,0,0,0,0,0,261,0,8
MSTRG.7277.1,141,0,12,154,269,239,41,885,567,686,509,679
MSTRG.7278.1,307,3,0,355,28,75,123,3,271,116,13,172
MSTRG.7275.1,0,0,0,196,0,0,0,0,0,0,0,0
MSTRG.7273.1,1800,411,1,1268,833,628,30,623,2017,1495,831,1586
MSTRG.7274.1,710,81,1131,416,52,212,1043,225,661,636,387,493
MSTRG.7276.1,3742,3938,0,4484,1922,1673,1780,3460,2796,3849,3616,6956
MSTRG.7279.1,3646,3083,102,3191,1923,3309,2157,1097,3058,3480,1154,3018
MSTRG.7280.1,173,0,29,413,78,70,0,57,91,77,53,117
MSTRG.7281.1,289,0,0,249,205,0,35,258,219,243,113,398
MSTRG.7282.1,806,59,28,255,370,642,1866,1555,907,387,3993,3518
MSTRG.7283.1,539,1623,0,408,73,495,47,82,576,602,244,879
MSTRG.7285.1,260,8,0,325,0,15,0,54,940,92,3,103
MSTRG.7288.1,99,41,36,199,0,183,0,0,198,81,11,3
MSTRG.7286.1,6,0,0,0,18,0,112,2,48,26,1,60
MSTRG.7287.1,9497,11357,7111,10486,15607,18454,27737,26698,14764,14355,34255,50874
MSTRG.7290.1,107,0,0,402,427,0,0,0,0,0,0,0
MSTRG.7289.1,108,0,0,131,0,0,0,0,0,0,0,0
MSTRG.7292.1,442,0,0,285,0,0,0,342,41,93,8,378
MSTRG.7293.1,56,0,0,197,4,293,0,117,843,86,7,129
MSTRG.7294.1,6933,3602,1492,5734,3496,7620,5811,3872,5990,6581,8142,8617
MSTRG.7295.1,627,0,0,492,0,0,0,65,381,1008,393,341
MSTRG.7296.1,149,344,1,124,51,2,0,3,174,419,95,322
MSTRG.7297.1,3404,12437,46,2953,993,1943,2385,3169,5166,6337,2682,6363
MSTRG.7298.1,3,0,0,0,0,0,0,151,0,0,0,33
MSTRG.7299.1,57,0,0,75,0,0,0,1,209,0,0,0
MSTRG.7300.1,576,0,359,170,195,17,0,32,14,319,76,412
MSTRG.7301.1,1251,1998,84,277,1284,1366,871,1529,987,1081,673,2867
MSTRG.7303.1,1645,234,898,1654,996,1255,8133,1503,1518,844,1497,3049
MSTRG.7304.1,610,977,336,867,176,180,198,172,786,1579,362,1037
MSTRG.7305.1,746,2,522,767,1128,202,37,145,627,778,403,1092
MSTRG.7306.1,0,0,0,0,0,0,0,0,225,0,211,653
MSTRG.7307.1,814,337,0,1037,158,715,676,1645,1370,481,2756,3354
MSTRG.7308.1,356,0,50,102,708,0,0,0,0,300,0,91
MSTRG.7309.1,161,1245,2,301,234,123,0,48,794,604,266,433
MSTRG.7311.1,405,2952,2,188,1,252,0,189,674,37,8,161
MSTRG.7312.1,35,0,0,94,0,8,0,0,0,118,0,0
MSTRG.7313.1,218,174,66,991,402,70,1410,310,311,868,421,871
MSTRG.7314.1,452,122,1380,186,0,0,2,0,1310,950,10,76
MSTRG.7316.1,907,34,22,179,89,0,1422,129,869,1241,225,154
MSTRG.7317.1,175,427,772,371,24,8,0,36,133,218,290,462
MSTRG.7318.1,437,429,33,280,590,5,2,129,774,372,167,102
